,paper_url,paper_title,paper_arxiv_id,paper_url_abs,paper_url_pdf,repo_url,is_official,mentioned_in_paper,mentioned_in_github,framework,readme_url
263,https://paperswithcode.com/paper/discriminating-sample-groups-with-multi-way,Discriminating sample groups with multi-way data,1606.08046,http://arxiv.org/abs/1606.08046v1,http://arxiv.org/pdf/1606.08046v1.pdf,https://github.com/lockEF/MultiwayClassification,True,True,True,none,https://raw.githubusercontent.com/lockEF/MultiwayClassification/master/README.md
264,https://paperswithcode.com/paper/cae-admm-implicit-bitrate-optimization-via,CAE-ADMM: Implicit Bitrate Optimization via ADMM-based Pruning in Compressive Autoencoders,1901.07196,http://arxiv.org/abs/1901.07196v4,http://arxiv.org/pdf/1901.07196v4.pdf,https://github.com/JasonZHM/CAE-ADMM,True,True,True,pytorch,https://raw.githubusercontent.com/JasonZHM/CAE-ADMM/master/README.md
265,https://paperswithcode.com/paper/190409668,Kriging in Tensor Train data format,1904.09668,http://arxiv.org/abs/1904.09668v1,http://arxiv.org/pdf/1904.09668v1.pdf,https://github.com/dolgov/TT-FFT-COV,True,True,True,none,https://raw.githubusercontent.com/dolgov/TT-FFT-COV/master/README.md
266,https://paperswithcode.com/paper/on-the-evaluation-of-conditional-gans,On the Evaluation of Conditional GANs,1907.08175,https://arxiv.org/abs/1907.08175v3,https://arxiv.org/pdf/1907.08175v3.pdf,https://github.com/facebookresearch/fjd,True,True,True,pytorch,https://raw.githubusercontent.com/facebookresearch/fjd/master/README.md
267,https://paperswithcode.com/paper/group-equivariant-neural-architecture-search,Autoequivariant Network Search via Group Decomposition,2104.04848,https://arxiv.org/abs/2104.04848v2,https://arxiv.org/pdf/2104.04848v2.pdf,https://github.com/basusourya/autoequivariant_networks,True,True,True,pytorch,
268,https://paperswithcode.com/paper/helfi-a-hebrew-greek-finnish-parallel-bible,HELFI: a Hebrew-Greek-Finnish Parallel Bible Corpus with Cross-Lingual Morpheme Alignment,2003.07456,https://arxiv.org/abs/2003.07456v1,https://arxiv.org/pdf/2003.07456v1.pdf,https://github.com/amikael/HELFI,True,True,True,none,https://raw.githubusercontent.com/amikael/HELFI/master/README.md
269,https://paperswithcode.com/paper/open-source-neuronavigation-for-multimodal,Open-source neuronavigation for multimodal non-invasive brain stimulation using 3D Slicer,1909.12458,https://arxiv.org/abs/1909.12458v1,https://arxiv.org/pdf/1909.12458v1.pdf,https://github.com/fpreiswerk/neuronav,True,True,True,none,https://raw.githubusercontent.com/fpreiswerk/neuronav/master/README.md
270,https://paperswithcode.com/paper/jsenet-joint-semantic-segmentation-and-edge,JSENet: Joint Semantic Segmentation and Edge Detection Network for 3D Point Clouds,2007.06888,https://arxiv.org/abs/2007.06888v1,https://arxiv.org/pdf/2007.06888v1.pdf,https://github.com/hzykent/JSENet,True,True,True,tf,https://raw.githubusercontent.com/hzykent/JSENet/master/README.md
272,https://paperswithcode.com/paper/the-matching-problem-between-functional,The matching problem between functional shapes via a BV penalty term: a $Γ$-convergence result,1503.07685,https://arxiv.org/abs/1503.07685v6,https://arxiv.org/pdf/1503.07685v6.pdf,https://github.com/fshapes/fshapesTk,True,True,True,none,https://raw.githubusercontent.com/fshapes/fshapesTk/master/README.md
273,https://paperswithcode.com/paper/minimum-bayes-risk-training-for-end-to-end,Minimum Bayes Risk Training for End-to-End Speaker-Attributed ASR,2011.02921,https://arxiv.org/abs/2011.02921v1,https://arxiv.org/pdf/2011.02921v1.pdf,https://github.com/NaoyukiKanda/LibriSpeechMix,True,True,True,none,https://raw.githubusercontent.com/NaoyukiKanda/LibriSpeechMix/main/README.md
274,https://paperswithcode.com/paper/graph-neural-networks-with-learnable-1,Graph Neural Networks with Learnable Structural and Positional Representations,2110.07875,https://arxiv.org/abs/2110.07875v2,https://arxiv.org/pdf/2110.07875v2.pdf,https://github.com/vijaydwivedi75/gnn-lspe,True,True,True,pytorch,https://raw.githubusercontent.com/vijaydwivedi75/gnn-lspe/main/README.md
275,https://paperswithcode.com/paper/autoencoders-for-unsupervised-anomaly,Autoencoders for Unsupervised Anomaly Segmentation in Brain MR Images: A Comparative Study,2004.03271,https://arxiv.org/abs/2004.03271v2,https://arxiv.org/pdf/2004.03271v2.pdf,https://github.com/StefanDenn3r/Unsupervised_Anomaly_Detection_Brain_MRI,True,True,True,tf,https://raw.githubusercontent.com/StefanDenn3r/Unsupervised_Anomaly_Detection_Brain_MRI/master/README.md
276,https://paperswithcode.com/paper/dfr-deep-feature-reconstruction-for,DFR: Deep Feature Reconstruction for Unsupervised Anomaly Segmentation,2012.07122,https://arxiv.org/abs/2012.07122v1,https://arxiv.org/pdf/2012.07122v1.pdf,https://github.com/YoungGod/DFR,True,True,True,pytorch,https://raw.githubusercontent.com/YoungGod/DFR/master/README.md
277,https://paperswithcode.com/paper/cookar-affordance-augmentations-in-wearable,CookAR: Affordance Augmentations in Wearable AR to Support Kitchen Tool Interactions for People with Low Vision,2407.13515,https://arxiv.org/abs/2407.13515v2,https://arxiv.org/pdf/2407.13515v2.pdf,https://github.com/makeabilitylab/cookar,True,True,True,pytorch,https://raw.githubusercontent.com/makeabilitylab/cookar/main/README.md
278,https://paperswithcode.com/paper/topological-data-analysis-of-database,Topological Information Retrieval with Dilation-Invariant Bottleneck Comparative Measures,2104.01672,https://arxiv.org/abs/2104.01672v3,https://arxiv.org/pdf/2104.01672v3.pdf,https://github.com/antheamonod/Dilation_invariant_bottleneck,True,True,True,none,https://raw.githubusercontent.com/antheamonod/Dilation_invariant_bottleneck/main/README.md
279,https://paperswithcode.com/paper/identifying-human-edited-images-using-a-cnn,Identifying Human Edited Images using a CNN,2101.03275,https://arxiv.org/abs/2101.03275v1,https://arxiv.org/pdf/2101.03275v1.pdf,https://github.com/JordanMLee/deeplearningproject,True,True,True,none,https://raw.githubusercontent.com/JordanMLee/deeplearningproject/master/README.md
280,https://paperswithcode.com/paper/sicknl-a-dataset-for-dutch-natural-language,SICKNL: A Dataset for Dutch Natural Language Inference,2101.05716,https://arxiv.org/abs/2101.05716v1,https://arxiv.org/pdf/2101.05716v1.pdf,https://github.com/gijswijnholds/sick_nl,True,True,True,pytorch,https://raw.githubusercontent.com/gijswijnholds/sick_nl/master/README.md
281,https://paperswithcode.com/paper/variational-question-answer-pair-generation,Improving the Robustness of QA Models to Challenge Sets with Variational Question-Answer Pair Generation,2004.03238,https://arxiv.org/abs/2004.03238v2,https://arxiv.org/pdf/2004.03238v2.pdf,https://github.com/KazutoshiShinoda/VQAG,True,True,True,none,https://raw.githubusercontent.com/KazutoshiShinoda/VQAG/main/README.md
282,https://paperswithcode.com/paper/visualizing-and-understanding-self-supervised,Visualizing and Understanding Contrastive Learning,2206.09753,https://arxiv.org/abs/2206.09753v3,https://arxiv.org/pdf/2206.09753v3.pdf,https://github.com/annonymoussubmission/explain-cl,True,True,True,pytorch,https://raw.githubusercontent.com/annonymoussubmission/explain-cl/main/README.md
283,https://paperswithcode.com/paper/ted-triple-supervision-decouples-end-to-end,"""Listen, Understand and Translate"": Triple Supervision Decouples End-to-end Speech-to-text Translation",2009.09704,https://arxiv.org/abs/2009.09704v3,https://arxiv.org/pdf/2009.09704v3.pdf,https://github.com/dqqcasia/st,True,True,True,tf,https://raw.githubusercontent.com/dqqcasia/st/master/README.md
284,https://paperswithcode.com/paper/coil-revisit-exact-lexical-match-in,COIL: Revisit Exact Lexical Match in Information Retrieval with Contextualized Inverted List,2104.07186,https://arxiv.org/abs/2104.07186v1,https://arxiv.org/pdf/2104.07186v1.pdf,https://github.com/luyug/COIL,True,True,True,pytorch,https://raw.githubusercontent.com/luyug/COIL/main/README.md
285,https://paperswithcode.com/paper/bring-your-own-view-graph-neural-networks-for,Bring Your Own View: Graph Neural Networks for Link Prediction with Personalized Subgraph Selection,2212.12488,https://arxiv.org/abs/2212.12488v1,https://arxiv.org/pdf/2212.12488v1.pdf,https://github.com/qiaoyu-tan/ps2,True,True,True,pytorch,https://raw.githubusercontent.com/qiaoyu-tan/ps2/main/README.md
286,https://paperswithcode.com/paper/gibbsddrm-a-partially-collapsed-gibbs-sampler,GibbsDDRM: A Partially Collapsed Gibbs Sampler for Solving Blind Inverse Problems with Denoising Diffusion Restoration,2301.12686,https://arxiv.org/abs/2301.12686v2,https://arxiv.org/pdf/2301.12686v2.pdf,https://github.com/sony/gibbsddrm,True,True,True,pytorch,https://raw.githubusercontent.com/sony/gibbsddrm/main/README.md
287,https://paperswithcode.com/paper/imgagn-imbalanced-network-embedding-via,ImGAGN:Imbalanced Network Embedding via Generative Adversarial Graph Networks,2106.02817,https://arxiv.org/abs/2106.02817v1,https://arxiv.org/pdf/2106.02817v1.pdf,https://github.com/Leo-Q-316/ImGAGN,True,True,True,pytorch,https://raw.githubusercontent.com/Leo-Q-316/ImGAGN/main/README.md
288,https://paperswithcode.com/paper/an-algebraic-1-375-approximation-algorithm,A new 1.375-approximation algorithm for Sorting By Transpositions,2001.11570,https://arxiv.org/abs/2001.11570v9,https://arxiv.org/pdf/2001.11570v9.pdf,https://github.com/luizaugustogarcia/tdp1375,True,True,True,none,https://raw.githubusercontent.com/luizaugustogarcia/tdp1375/master/README.md
289,https://paperswithcode.com/paper/lgd-gcn-local-and-global-disentangled-graph,LGD-GCN: Local and Global Disentangled Graph Convolutional Networks,2104.11893,https://arxiv.org/abs/2104.11893v3,https://arxiv.org/pdf/2104.11893v3.pdf,https://github.com/jingweio/LGD-GCN,True,True,True,pytorch,https://raw.githubusercontent.com/jingweio/LGD-GCN/main/README.md
290,https://paperswithcode.com/paper/open-datasheets-machine-readable,Open Datasheets: Machine-readable Documentation for Open Datasets and Responsible AI Assessments,2312.06153,https://arxiv.org/abs/2312.06153v2,https://arxiv.org/pdf/2312.06153v2.pdf,https://github.com/microsoft/opendatasheets-framework,True,True,True,none,https://raw.githubusercontent.com/microsoft/opendatasheets-framework/main/README.md
291,https://paperswithcode.com/paper/on-maximum-likelihood-training-of-score-based,Maximum Likelihood Training of Score-Based Diffusion Models,2101.09258,https://arxiv.org/abs/2101.09258v4,https://arxiv.org/pdf/2101.09258v4.pdf,https://github.com/yang-song/score_flow,True,True,True,jax,https://raw.githubusercontent.com/yang-song/score_flow/main/README.md
292,https://paperswithcode.com/paper/verified-compilation-of-quantum-oracles,Verified Compilation of Quantum Oracles,2112.06700,https://arxiv.org/abs/2112.06700v2,https://arxiv.org/pdf/2112.06700v2.pdf,https://github.com/inqwire/vqo,True,True,True,none,https://raw.githubusercontent.com/inqwire/vqo/main/README.md
293,https://paperswithcode.com/paper/conditional-probing-measuring-usable,Conditional probing: measuring usable information beyond a baseline,2109.09234,https://arxiv.org/abs/2109.09234v1,https://arxiv.org/pdf/2109.09234v1.pdf,https://github.com/john-hewitt/conditional-probing,True,True,True,pytorch,https://raw.githubusercontent.com/john-hewitt/conditional-probing/main/README.md
294,https://paperswithcode.com/paper/auto-white-balance-correction-for-mixed,Auto White-Balance Correction for Mixed-Illuminant Scenes,2109.08750,https://arxiv.org/abs/2109.08750v2,https://arxiv.org/pdf/2109.08750v2.pdf,https://github.com/mahmoudnafifi/mixedillwb,True,True,True,pytorch,https://raw.githubusercontent.com/mahmoudnafifi/mixedillwb/main/README.md
295,https://paperswithcode.com/paper/modeling-the-distribution-of-normal-data-in,Modeling the Distribution of Normal Data in Pre-Trained Deep Features for Anomaly Detection,2005.14140,https://arxiv.org/abs/2005.14140v2,https://arxiv.org/pdf/2005.14140v2.pdf,https://github.com/ORippler/gaussian-ad-mvtec,True,True,True,pytorch,https://raw.githubusercontent.com/ORippler/gaussian-ad-mvtec/main/README.md
296,https://paperswithcode.com/paper/unsupervised-translation-of-german-lower,Unsupervised Translation of German--Lower Sorbian: Exploring Training and Novel Transfer Methods on a Low-Resource Language,2109.12012,https://arxiv.org/abs/2109.12012v1,https://arxiv.org/pdf/2109.12012v1.pdf,https://github.com/leukas/wmt21,True,True,True,pytorch,https://raw.githubusercontent.com/leukas/wmt21/master/README.md
297,https://paperswithcode.com/paper/perspective-taking-and-pragmatics-for,Perspective-taking and Pragmatics for Generating Empathetic Responses Focused on Emotion Causes,2109.08828,https://arxiv.org/abs/2109.08828v2,https://arxiv.org/pdf/2109.08828v2.pdf,https://github.com/skywalker023/focused-empathy,True,True,True,pytorch,https://raw.githubusercontent.com/skywalker023/focused-empathy/main/README.md
298,https://paperswithcode.com/paper/toward-dimensional-emotion-detection-from,Dimensional Emotion Detection from Categorical Emotion,1911.02499,https://arxiv.org/abs/1911.02499v2,https://arxiv.org/pdf/1911.02499v2.pdf,https://github.com/sungjoonpark/emotiondetection,True,True,True,pytorch,https://raw.githubusercontent.com/sungjoonpark/emotiondetection/master/README.md
299,https://paperswithcode.com/paper/nearbypatchcl-leveraging-nearby-patches-for,NearbyPatchCL: Leveraging Nearby Patches for Self-Supervised Patch-Level Multi-Class Classification in Whole-Slide Images,2312.07489,https://arxiv.org/abs/2312.07489v1,https://arxiv.org/pdf/2312.07489v1.pdf,https://github.com/nvtien457/nearbypatchcl,True,True,True,pytorch,https://raw.githubusercontent.com/nvtien457/nearbypatchcl/main/README.md
300,https://paperswithcode.com/paper/enhancing-model-robustness-and-fairness-with,Enhancing Model Robustness and Fairness with Causality: A Regularization Approach,2110.00911,https://arxiv.org/abs/2110.00911v1,https://arxiv.org/pdf/2110.00911v1.pdf,https://github.com/tapilab/emnlp-2021-regularization,True,True,True,none,https://raw.githubusercontent.com/tapilab/emnlp-2021-regularization/main/README.md
301,https://paperswithcode.com/paper/how-knowledge-graph-and-attention-help-a,How Knowledge Graph and Attention Help? A Quantitative Analysis into Bag-level Relation Extraction,2107.12064,https://arxiv.org/abs/2107.12064v1,https://arxiv.org/pdf/2107.12064v1.pdf,https://github.com/zig-kwin-hu/how-KG-ATT-help,True,True,True,pytorch,https://raw.githubusercontent.com/zig-kwin-hu/how-KG-ATT-help/main/README.md
302,https://paperswithcode.com/paper/fakemix-augmentation-improves-transparent,FakeMix Augmentation Improves Transparent Object Detection,2103.13279,https://arxiv.org/abs/2103.13279v2,https://arxiv.org/pdf/2103.13279v2.pdf,https://github.com/yangcao1996/fanet,True,True,True,pytorch,https://raw.githubusercontent.com/yangcao1996/fanet/main/README.md
303,https://paperswithcode.com/paper/cross-modal-adversarial-reprogramming,Cross-modal Adversarial Reprogramming,2102.07325,https://arxiv.org/abs/2102.07325v3,https://arxiv.org/pdf/2102.07325v3.pdf,https://github.com/paarthneekhara/multimodal_rerprogramming,True,True,True,pytorch,https://raw.githubusercontent.com/paarthneekhara/multimodal_rerprogramming/master/README.md
304,https://paperswithcode.com/paper/clipscore-a-reference-free-evaluation-metric,CLIPScore: A Reference-free Evaluation Metric for Image Captioning,2104.08718,https://arxiv.org/abs/2104.08718v3,https://arxiv.org/pdf/2104.08718v3.pdf,https://github.com/jmhessel/clipscore,True,True,True,pytorch,https://raw.githubusercontent.com/jmhessel/clipscore/main/README.md
305,https://paperswithcode.com/paper/mind-maximum-mutual-information-based-neural,MIND: Maximum Mutual Information Based Neural Decoder,2205.07061,https://arxiv.org/abs/2205.07061v2,https://arxiv.org/pdf/2205.07061v2.pdf,https://github.com/tonellolab/mind-neural-decoder,True,True,True,tf,https://raw.githubusercontent.com/tonellolab/mind-neural-decoder/main/README.md
306,https://paperswithcode.com/paper/integrated-multimodal-artificial-intelligence,Integrated multimodal artificial intelligence framework for healthcare applications,2202.12998,https://arxiv.org/abs/2202.12998v4,https://arxiv.org/pdf/2202.12998v4.pdf,https://github.com/lrsoenksen/haim,True,True,True,pytorch,https://raw.githubusercontent.com/lrsoenksen/haim/main/README.md
307,https://paperswithcode.com/paper/distributed-black-box-attack-against-image,Distributed Black-box Attack: Do Not Overestimate Black-box Attacks,2210.16371,https://arxiv.org/abs/2210.16371v4,https://arxiv.org/pdf/2210.16371v4.pdf,https://github.com/wuhanstudio/adversarial-classification,True,True,True,tf,https://raw.githubusercontent.com/wuhanstudio/adversarial-classification/master/README.md
308,https://paperswithcode.com/paper/llc-accurate-multi-purpose-learnt-low,"LLC: Accurate, Multi-purpose Learnt Low-dimensional Binary Codes",2106.01487,https://arxiv.org/abs/2106.01487v2,https://arxiv.org/pdf/2106.01487v2.pdf,https://github.com/RAIVNLab/LLC,True,True,True,pytorch,https://raw.githubusercontent.com/RAIVNLab/LLC/main/README.md
309,https://paperswithcode.com/paper/frame-independent-vector-cloud-neural-network,Frame-independent vector-cloud neural network for nonlocal constitutive modeling on arbitrary grids,2103.06685,https://arxiv.org/abs/2103.06685v4,https://arxiv.org/pdf/2103.06685v4.pdf,https://github.com/xuhuizhou-vt/VCNN-nonlocal-constitutive-model,True,True,True,pytorch,
310,https://paperswithcode.com/paper/knowledge-aware-neural-networks-for-medical,Knowledge-Aware Neural Networks for Medical Forum Question Classification,2109.13141,https://arxiv.org/abs/2109.13141v1,https://arxiv.org/pdf/2109.13141v1.pdf,https://github.com/roysoumya/knowledge-aware-med-classification,True,True,True,pytorch,https://raw.githubusercontent.com/roysoumya/knowledge-aware-med-classification/master/README.md
311,https://paperswithcode.com/paper/anti-backdoor-learning-training-clean-models,Anti-Backdoor Learning: Training Clean Models on Poisoned Data,2110.11571,https://arxiv.org/abs/2110.11571v3,https://arxiv.org/pdf/2110.11571v3.pdf,https://github.com/bboylyg/abl,True,True,True,pytorch,https://raw.githubusercontent.com/bboylyg/abl/main/README.md
312,https://paperswithcode.com/paper/comgan-toward-gans-exploiting-multiple,ComGAN: Toward GANs Exploiting Multiple Samples,2304.12098,https://arxiv.org/abs/2304.12098v1,https://arxiv.org/pdf/2304.12098v1.pdf,https://github.com/rl-max/pytorch-studiogan,True,True,True,pytorch,https://raw.githubusercontent.com/rl-max/pytorch-studiogan/master/README.md
313,https://paperswithcode.com/paper/is-attention-better-than-matrix-decomposition-1,Is Attention Better Than Matrix Decomposition?,2109.04553,https://arxiv.org/abs/2109.04553v2,https://arxiv.org/pdf/2109.04553v2.pdf,https://github.com/Gsunshine/Enjoy-Hamburger,True,True,True,pytorch,https://raw.githubusercontent.com/Gsunshine/Enjoy-Hamburger/main/README.md
314,https://paperswithcode.com/paper/one-particle-entanglement-for-one-dimensional,One-particle entanglement for one dimensional spinless fermions after an interaction quantum quench,2206.11301,https://arxiv.org/abs/2206.11301v1,https://arxiv.org/pdf/2206.11301v1.pdf,https://github.com/delmaestrogroup/papers-code-oneparticleentanglemententropy,True,True,True,none,https://raw.githubusercontent.com/delmaestrogroup/papers-code-oneparticleentanglemententropy/main/README.md
315,https://paperswithcode.com/paper/an-empirical-study-on-parameter-efficient,An Empirical Study on Parameter-Efficient Fine-Tuning for MultiModal Large Language Models,2406.05130,https://arxiv.org/abs/2406.05130v1,https://arxiv.org/pdf/2406.05130v1.pdf,https://github.com/alenai97/peft-mllm,True,True,True,jax,https://raw.githubusercontent.com/alenai97/peft-mllm/main/README.md
316,https://paperswithcode.com/paper/tackling-fluffy-clouds-field-boundaries,Tackling fluffy clouds: field boundaries detection using time series of S2 and/or S1 imagery,2409.13568,https://arxiv.org/abs/2409.13568v1,https://arxiv.org/pdf/2409.13568v1.pdf,https://github.com/feevos/tfcl,True,True,True,pytorch,https://raw.githubusercontent.com/feevos/tfcl/master/README.md
317,https://paperswithcode.com/paper/oriented-reppoints-for-aerial-object,Oriented RepPoints for Aerial Object Detection,2105.11111,https://arxiv.org/abs/2105.11111v4,https://arxiv.org/pdf/2105.11111v4.pdf,https://github.com/LiWentomng/OrientedRepPoints,True,True,True,pytorch,https://raw.githubusercontent.com/LiWentomng/OrientedRepPoints/main/README.md
318,https://paperswithcode.com/paper/membership-inference-attacks-and-defenses-in-1,Membership Inference Attacks and Defenses in Neural Network Pruning,2202.03335,https://arxiv.org/abs/2202.03335v2,https://arxiv.org/pdf/2202.03335v2.pdf,https://github.com/machine-learning-security-lab/mia_prune,True,True,True,pytorch,https://raw.githubusercontent.com/machine-learning-security-lab/mia_prune/main/README.md
319,https://paperswithcode.com/paper/politics-and-virality-in-the-time-of-twitter,Negativity Spreads Faster: A Large-Scale Multilingual Twitter Analysis on the Role of Sentiment in Political Communication,2202.00396,https://arxiv.org/abs/2202.00396v3,https://arxiv.org/pdf/2202.00396v3.pdf,https://github.com/cardiffnlp/politics-and-virality-twitter,True,True,True,pytorch,https://raw.githubusercontent.com/cardiffnlp/politics-and-virality-twitter/main/README.md
320,https://paperswithcode.com/paper/spatio-temporal-branching-for-motion,Spatio-Temporal Branching for Motion Prediction using Motion Increments,2308.01097,https://arxiv.org/abs/2308.01097v4,https://arxiv.org/pdf/2308.01097v4.pdf,https://github.com/jasonwang959/stpmp,True,True,True,pytorch,https://raw.githubusercontent.com/jasonwang959/stpmp/main/README.md
321,https://paperswithcode.com/paper/wood-wasserstein-based-out-of-distribution,WOOD: Wasserstein-based Out-of-Distribution Detection,2112.06384,https://arxiv.org/abs/2112.06384v1,https://arxiv.org/pdf/2112.06384v1.pdf,https://github.com/wyn430/wood,True,True,True,pytorch,https://raw.githubusercontent.com/wyn430/wood/master/README.md
322,https://paperswithcode.com/paper/detach-rocket-sequential-feature-selection,Detach-ROCKET: Sequential feature selection for time series classification with random convolutional kernels,2309.14518,https://arxiv.org/abs/2309.14518v3,https://arxiv.org/pdf/2309.14518v3.pdf,https://github.com/gon-uri/detach_rocket,True,True,True,pytorch,https://raw.githubusercontent.com/gon-uri/detach_rocket/main/README.md
323,https://paperswithcode.com/paper/permutaion-equivariant-graph-framelets-for,Permutation Equivariant Graph Framelets for Heterophilous Graph Learning,2306.04265,https://arxiv.org/abs/2306.04265v3,https://arxiv.org/pdf/2306.04265v3.pdf,https://github.com/zrgcityu/pegfan,True,True,True,pytorch,https://raw.githubusercontent.com/zrgcityu/pegfan/main/README.md
324,https://paperswithcode.com/paper/doc-gcn-heterogeneous-graph-convolutional,Doc-GCN: Heterogeneous Graph Convolutional Networks for Document Layout Analysis,2208.10970,https://arxiv.org/abs/2208.10970v2,https://arxiv.org/pdf/2208.10970v2.pdf,https://github.com/adlnlp/doc_gcn,True,True,True,tf,https://raw.githubusercontent.com/adlnlp/doc_gcn/main/README.md
325,https://paperswithcode.com/paper/a-modular-workflow-for-performance,A Modular Workflow for Performance Benchmarking of Neuronal Network Simulations,2112.09018,https://arxiv.org/abs/2112.09018v1,https://arxiv.org/pdf/2112.09018v1.pdf,https://github.com/inm-6/bennch,True,True,True,none,https://raw.githubusercontent.com/inm-6/bennch/main/README.md
326,https://paperswithcode.com/paper/programming-robot-behaviors-with-execution,Programming Robot Behaviors with Execution Management Functions,2103.06545,https://arxiv.org/abs/2103.06545v1,https://arxiv.org/pdf/2103.06545v1.pdf,https://github.com/cvar-upm/behaviorlib,True,True,True,none,https://raw.githubusercontent.com/cvar-upm/behaviorlib/master/README.md
327,https://paperswithcode.com/paper/robust-control-design-for-linear-systems-via,Robust Control Design for Linear Systems via Multiplicative Noise,2004.08019,http://arxiv.org/abs/2004.08019v1,http://arxiv.org/pdf/2004.08019v1.pdf,https://github.com/TSummersLab/robust-control-multinoise,True,True,True,none,https://raw.githubusercontent.com/TSummersLab/robust-control-multinoise/master/README.md
328,https://paperswithcode.com/paper/nerfactor-neural-factorization-of-shape-and,NeRFactor: Neural Factorization of Shape and Reflectance Under an Unknown Illumination,2106.01970,https://arxiv.org/abs/2106.01970v2,https://arxiv.org/pdf/2106.01970v2.pdf,https://github.com/google/nerfactor,True,True,True,tf,https://raw.githubusercontent.com/google/nerfactor/main/README.md
329,https://paperswithcode.com/paper/atomistic-graph-neural-networks-for-metals,Atomistic Graph Neural Networks for metals: Application to bcc iron,2109.14012,https://arxiv.org/abs/2109.14012v1,https://arxiv.org/pdf/2109.14012v1.pdf,https://github.com/ailabudinegit/gnn_atomistics,True,True,True,none,https://raw.githubusercontent.com/ailabudinegit/gnn_atomistics/main/README.md
330,https://paperswithcode.com/paper/continual-vqa-for-disaster-response-systems,Continual VQA for Disaster Response Systems,2209.10320,https://arxiv.org/abs/2209.10320v3,https://arxiv.org/pdf/2209.10320v3.pdf,https://github.com/adityakane2001/continual_vqa,True,True,True,none,https://raw.githubusercontent.com/adityakane2001/continual_vqa/main/README.md
331,https://paperswithcode.com/paper/convolutional-cross-view-pose-estimation,Convolutional Cross-View Pose Estimation,2303.05915,https://arxiv.org/abs/2303.05915v3,https://arxiv.org/pdf/2303.05915v3.pdf,https://github.com/tudelft-iv/ccvpe,True,True,True,pytorch,https://raw.githubusercontent.com/tudelft-iv/ccvpe/main/README.md
332,https://paperswithcode.com/paper/verifying-verified-code,Verifying Verified Code,2107.00723,https://arxiv.org/abs/2107.00723v1,https://arxiv.org/pdf/2107.00723v1.pdf,https://github.com/seahorn/verify-c-common,True,True,True,none,https://raw.githubusercontent.com/seahorn/verify-c-common/master/README.md
333,https://paperswithcode.com/paper/imputing-missing-values-in-the-occupational,Imputing Missing Values in the Occupational Requirements Survey,2201.09811,https://arxiv.org/abs/2201.09811v1,https://arxiv.org/pdf/2201.09811v1.pdf,https://github.com/saharaja/imputeors,True,True,True,none,https://raw.githubusercontent.com/saharaja/imputeors/main/README.md
334,https://paperswithcode.com/paper/warm-dark-matter-constraints-using-milky-way,Warm Dark Matter Constraints Using Milky-Way Satellite Observations and Subhalo Evolution Modeling,2111.13137,https://arxiv.org/abs/2111.13137v2,https://arxiv.org/pdf/2111.13137v2.pdf,https://github.com/shinichiroando/sashimi-w,True,True,True,none,https://raw.githubusercontent.com/shinichiroando/sashimi-w/main/README.md
335,https://paperswithcode.com/paper/difftune-auto-tuning-through-auto,DiffTune: Auto-Tuning through Auto-Differentiation,2209.10021,https://arxiv.org/abs/2209.10021v3,https://arxiv.org/pdf/2209.10021v3.pdf,https://github.com/sheng-cheng/difftuneopensource,True,True,True,none,https://raw.githubusercontent.com/sheng-cheng/difftuneopensource/main/README.md
336,https://paperswithcode.com/paper/a-good-representation-detects-noisy-labels-1,Detecting Corrupted Labels Without Training a Model to Predict,2110.06283,https://arxiv.org/abs/2110.06283v3,https://arxiv.org/pdf/2110.06283v3.pdf,https://github.com/ucsc-real/simirep,True,True,True,pytorch,https://raw.githubusercontent.com/ucsc-real/simirep/main/README.md
337,https://paperswithcode.com/paper/a-survey-of-visual-sensory-anomaly-detection,A Survey of Visual Sensory Anomaly Detection,2202.07006,https://arxiv.org/abs/2202.07006v1,https://arxiv.org/pdf/2202.07006v1.pdf,https://github.com/m-3lab/awesome-visual-sensory-anomaly-detection,True,True,True,none,https://raw.githubusercontent.com/m-3lab/awesome-visual-sensory-anomaly-detection/main/README.md
338,https://paperswithcode.com/paper/novel-features-for-time-series-analysis-a,Novel Features for Time Series Analysis: A Complex Networks Approach,2110.09888,https://arxiv.org/abs/2110.09888v3,https://arxiv.org/pdf/2110.09888v3.pdf,https://github.com/vanessa-silva/netf,True,True,True,none,https://raw.githubusercontent.com/vanessa-silva/netf/master/README.md
339,https://paperswithcode.com/paper/formal-mathematics-statement-curriculum,Formal Mathematics Statement Curriculum Learning,2202.01344,https://arxiv.org/abs/2202.01344v1,https://arxiv.org/pdf/2202.01344v1.pdf,https://github.com/openai/lean-gym,True,True,True,none,https://raw.githubusercontent.com/openai/lean-gym/main/README.md
340,https://paperswithcode.com/paper/cyclical-focal-loss,Cyclical Focal Loss,2202.08978,https://arxiv.org/abs/2202.08978v2,https://arxiv.org/pdf/2202.08978v2.pdf,https://github.com/lnsmith54/cfl,True,True,True,pytorch,https://raw.githubusercontent.com/lnsmith54/cfl/main/README.md
341,https://paperswithcode.com/paper/neural-style-transfer-a-review,Neural Style Transfer: A Review,1705.04058,http://arxiv.org/abs/1705.04058v7,http://arxiv.org/pdf/1705.04058v7.pdf,https://github.com/ycjing/Neural-Style-Transfer-Papers,True,True,True,tf,https://raw.githubusercontent.com/ycjing/Neural-Style-Transfer-Papers/master/README.md
